name,sex,transcript
Pelbárt,male,"('p', 'E', 'l', 'b', 'a:', 'R2', 't')"
Pellegrin,male,"('p', 'E', 'l', 'l', 'E', 'g', 'R2', 'i', 'n')"
Peng,male,"('p', 'E', 'n', '(g', 'g')"
Pentele,male,"('p', 'E', 'n', 't', 'E', 'l', 'E')"
Penton,male,"('p', 'E', 'n', 't', 'o', 'n')"
Peregrin,male,"('p', 'E', 'R2', 'E', 'g', 'R2', 'i', 'n')"
Periklész,male,"('p', 'E', 'R2', 'i', 'k', 'l', 'e:', 's', 'S')"
Perjámos,male,"('p', 'E', 'R2', 'j', 'a:', 'm', 'o', 'S')"
Péter,male,"('p', 'e:', 't', 'E', 'R2')"
Pető,male,"('p', 'E', 't', 'Y')"
Petres,male,"('p', 'E', 't', 'R2', 'E', 'S')"
Petrik,male,"('p', 'E', 't', 'R2', 'i', 'k')"
Petróniusz,male,"('p', 'E', 't', 'R2', 'o:', 'n', 'i', 'u', 's', 'S')"
Petur,male,"('p', 'E', 't', 'u', 'R2')"
Petúr,male,"('p', 'E', 't', 'u:', 'R2')"
Piládész,male,"('p', 'i', 'l', 'a:', 'd', 'e:', 's', 'S')"
Pió,male,"('p', 'i', 'o:')"
Pipó,male,"('p', 'i', 'p', 'o:')"
Piramusz,male,"('p', 'i', 'R2', 'A', 'm', 'u', 's', 'S')"
Piusz,male,"('p', 'i', 'u', 's', 'S')"
Placid,male,"('p', 'l', 'A', 'ts', 'i', 'd')"
Platón,male,"('p', 'l', 'A', 't', 'o:', 'n')"
Polidor,male,"('p', 'o', 'l', 'i', 'd', 'o', 'R2')"
Polikárp,male,"('p', 'o', 'l', 'i', 'k', 'a:', 'R2', 'p')"
Pongor,male,"('p', 'o', 'n', '(g', 'g', 'o', 'R2')"
Pongrác,male,"('p', 'o', 'n', '(g', 'g', 'R2', 'a:', 'ts')"
Porfir,male,"('p', 'o', 'R2', 'f', 'i', 'R2')"
Pósa,male,"('p', 'o:', 'S', 'A')"
Prahlád,male,"('p', 'R2', 'A', 'h', 'l', 'a:', 'd')"
Preszton,male,"('p', 'R2', 'E', 's', 'S', 't', 'o', 'n')"
Prímusz,male,"('p', 'R2', 'i:', 'm', 'u', 's', 'S')"
Principiusz,male,"('p', 'R2', 'i', 'n', 'ts', 'i', 'p', 'i', 'u', 's', 'S')"
Rabán,male,"('R2', 'A', 'b', 'a:', 'n')"
Radamesz,male,"('R2', 'A', 'd', 'A', 'm', 'E', 's', 'S')"
Radiszló,male,"('R2', 'A', 'd', 'i', 's', 'S', 'l', 'o:')"
Radó,male,"('R2', 'A', 'd', 'o:')"
Radomér,male,"('R2', 'A', 'd', 'o', 'm', 'e:', 'R2')"
Rados,male,"('R2', 'A', 'd', 'o', 'S')"
Radoszláv,male,"('R2', 'A', 'd', 'o', 's', 'S', 'l', 'a:', 'v')"
Radován,male,"('R2', 'A', 'd', 'o', 'v', 'a:', 'n')"
Radvány,male,"('R2', 'A', 'd', 'v', 'a:', 'n', 'n^')"
Raed,male,"('R2', 'A', 'E', 'd')"
Rafael,male,"('R2', 'A', 'f', 'A', 'E', 'l')"
Ráfis,male,"('R2', 'a:', 'f', 'i', 'S')"
Ragnar,male,"('R2', 'A', 'g', 'n', 'A', 'R2')"
Rahim,male,"('R2', 'A', 'h', 'i', 'm')"
Rahmel,male,"('R2', 'A', 'h', 'm', 'E', 'l')"
Raid,male,"('R2', 'A', 'i', 'd')"
Rajan,male,"('R2', 'A', 'j', 'A', 'n')"
Rájen,male,"('R2', 'a:', 'j', 'E', 'n')"
Rajka,male,"('R2', 'A', 'j', 'k', 'A')"
Rajmond,male,"('R2', 'A', 'j', 'm', 'o', 'n', 'd')"
Rajmund,male,"('R2', 'A', 'j', 'm', 'u', 'n', 'd')"
Rajnald,male,"('R2', 'A', 'j', 'n', 'A', 'l', 'd')"
Rajnáld,male,"('R2', 'A', 'j', 'n', 'a:', 'l', 'd')"
Ralf,male,"('R2', 'A', 'l', 'f')"
Rami,male,"('R2', 'A', 'm', 'i', 'i', 'R2', 'A', 'm')"
Ramiel,male,"('R2', 'A', 'm', 'i', 'E', 'l')"
Ramirez,male,"('R2', 'A', 'm', 'i', 'R2', 'E', 'z')"
Ramiró,male,"('R2', 'A', 'm', 'i', 'R2', 'o:')"
Ramiz,male,"('R2', 'A', 'm', 'i', 'z')"
Ramón,male,"('R2', 'A', 'm', 'o:', 'n')"
Ramszesz,male,"('R2', 'A', 'm', 's', 'S', 'E', 's', 'S')"
Ramzi,male,"('R2', 'A', 'm', 'z', 'i', 'i', 'R2', 'A', 'm', 'z')"
Randolf,male,"('R2', 'A', 'n', 'd', 'o', 'l', 'f')"
Rápolt,male,"('R2', 'a:', 'p', 'o', 'l', 't')"
Rasid,male,"('R2', 'A', 'S', 'i', 'd')"
Rasszel,male,"('R2', 'A', 'ss2', '(L01', 'S', 'E', 'l')"
Rátold,male,"('R2', 'a:', 't', 'o', 'l', 'd')"
Raúf,male,"('R2', 'A', 'u:', 'f')"
Raul,male,"('R2', 'A', 'u', 'l')"
Raúl,male,"('R2', 'A', 'u:', 'l')"
Raziel,male,"('R2', 'A', 'z', 'i', 'E', 'l')"
Razmus,male,"('R2', 'A', 'z', 'm', 'u', 'S')"
Rázsony,male,"('R2', 'a:', 'z', 'Z', 'o', 'n', 'n^')"
Redmond,male,"('R2', 'E', 'd', 'm', 'o', 'n', 'd')"
Reginald,male,"('R2', 'E', 'g', 'i', 'n', 'A', 'l', 'd')"
Regő,male,"('R2', 'E', 'g', 'Y')"
Regös,male,"('R2', 'E', 'g', 'Y', 'S')"
Regős,male,"('R2', 'E', 'g', 'Y', 'S')"
Reinhard,male,"('R2', 'E', 'i', 'n', 'h', 'A', 'R2', 'd')"
Remig,male,"('R2', 'E', 'm', 'i', 'ig', 'R2', 'E', 'm')"
Rémus,male,"('R2', 'e:', 'm', 'u', 'S')"
Rémusz,male,"('R2', 'e:', 'm', 'u', 's', 'S')"
Renátó,male,"('R2', 'E', 'n', 'a:', 't', 'o:')"
Renátusz,male,"('R2', 'E', 'n', 'a:', 't', 'u', 's', 'S')"
René,male,"('R2', 'E', 'n', 'e:')"
Réva,male,"('R2', 'e:', 'v', 'A')"
Rézmán,male,"('R2', 'e:', 'z', 'm', 'a:', 'n')"
Rezső,male,"('R2', 'E', 'z', 'Z', 'Y')"
Richárd,male,"('R2', 'richá', 'R2', 'd')"
Rihárd,male,"('R2', 'i', 'h', 'a:', 'R2', 'd')"
Rikárdó,male,"('R2', 'i', 'k', 'a:', 'R2', 'd', 'o:')"
Rikó,male,"('R2', 'i', 'k', 'o:')"
Rinaldó,male,"('R2', 'i', 'n', 'A', 'l', 'd', 'o:')"
Róbert,male,"('R2', 'o:', 'b', 'E', 'R2', 't')"
Robertó,male,"('R2', 'o', 'b', 'E', 'R2', 't', 'o:')"
Robin,male,"('R2', 'o', 'b', 'i', 'n')"
Robinzon,male,"('R2', 'o', 'b', 'i', 'n', 'z', 'o', 'n')"
Rodel,male,"('R2', 'o', 'd', 'E', 'l')"
Roderik,male,"('R2', 'o', 'd', 'E', 'R2', 'i', 'k')"
Rodion,male,"('R2', 'o', 'd', 'i', 'o', 'n')"
Rodrigó,male,"('R2', 'o', 'd', 'R2', 'i', 'g', 'o:')"
Rodzser,male,"('R2', 'o', 'dZ', 'dz:', 'dz:', 'd', 'E', 'R2')"
Roj,male,"('R2', 'o', 'j')"
Rokkó,male,"('R2', 'o', 'k', 'k:', 'o:')"
Rókus,male,"('R2', 'o:', 'k', 'u', 'S')"
Roland,male,"('R2', 'o', 'l', 'A', 'n', 'd')"
Rolf,male,"('R2', 'o', 'l', 'f')"
Rollan,male,"('R2', 'o', 'l', 'l', 'A', 'n')"
Román,male,"('R2', 'o', 'm', 'a:', 'n')"
Románó,male,"('R2', 'o', 'm', 'a:', 'n', 'o:')"
Romárió,male,"('R2', 'o', 'm', 'a:', 'R2', 'i', 'o:')"
Romed,male,"('R2', 'o', 'm', 'E', 'd')"
Rómeó,male,"('R2', 'o:', 'm', 'E', 'o:')"
Romuald,male,"('R2', 'o', 'm', 'u', 'A', 'l', 'd')"
Romulusz,male,"('R2', 'o', 'm', 'u', 'l', 'u', 's', 'S')"
Romvald,male,"('R2', 'o', 'm', 'v', 'A', 'l', 'd')"
Ron,male,"('R2', 'o', 'n')"
Ronald,male,"('R2', 'o', 'n', 'A', 'l', 'd')"
Ronaldó,male,"('R2', 'o', 'n', 'A', 'l', 'd', 'o:')"
Ronel,male,"('R2', 'o', 'n', 'E', 'l')"
Ronen,male,"('R2', 'o', 'n', 'E', 'n')"
Roni,male,"('R2', 'o', 'n', 'i', 'i', 'R2', 'o', 'n')"
Ronin,male,"('R2', 'o', 'n', 'i', 'n')"
Roszánó,male,"('R2', 'o', 's', 'S', 'a:', 'n', 'o:')"
Rua,male,"('R2', 'u', 'A')"
Ruben,male,"('R2', 'u', 'b', 'ben', 'R2', 'u')"
Rúben,male,"('R2', 'u:', 'b', 'ben', 'R2', 'u:')"
Rudolf,male,"('R2', 'u', 'd', 'o', 'l', 'f')"
Rúfusz,male,"('R2', 'u:', 'f', 'u', 's', 'S')"
Ruga,male,"('R2', 'u', 'g', 'A')"
Rupert,male,"('R2', 'u', 'p', 'E', 'R2', 't')"
Rurik,male,"('R2', 'u', 'R2', 'i', 'k')"
Rusdi,male,"('R2', 'u', 'S', 'd', 'i', 'i', 'R2', 'u', 'S', 'd')"
Ruszlán,male,"('R2', 'u', 's', 'S', 'l', 'a:', 'n')"
Rusztem,male,"('R2', 'u', 's', 'S', 't', 'E', 'm')"
Ruven,male,"('R2', 'u', 'v', 'E', 'n')"
Saif,male,"('S', 'A', 'i', 'f')"
Salamon,male,"('S', 'A', 'l', 'A', 'm', 'o', 'n')"
Sámson,male,"('S', 'a:', 'm', 'S', 'o', 'n')"
Samu,male,"('S', 'A', 'm', 'u')"
Sámuel,male,"('S', 'a:', 'm', 'u', 'E', 'l')"
Sándor,male,"('S', 'a:', 'n', 'd', 'o', 'R2')"
Sarel,male,"('S', 'A', 'R2', 'E', 'l')"
Sas,male,"('S', 'A', 'S')"
Saul,male,"('S', 'A', 'u', 'l')"
Sebes,male,"('S', 'E', 'b', 'E', 'S')"
Sebestyén,male,"('S', 'E', 'b', 'E', 'S', 't', 'c', 'e:', 'n')"
Sebő,male,"('S', 'E', 'b', 'Y')"
Sebők,male,"('S', 'E', 'b', 'Y', 'k')"
Sejbán,male,"('S', 'E', 'j', 'b', 'a:', 'n')"
Sém,male,"('S', 'e:', 'm')"
Semjén,male,"('S', 'E', 'm', 'j', 'e:', 'n')"
Sét,male,"('S', 'e:', 't')"
Simeon,male,"('S', 'i', 'm', 'E', 'o', 'n')"
Simó,male,"('S', 'i', 'm', 'o:')"
Simon,male,"('S', 'i', 'm', 'o', 'n')"
Sion,male,"('S', 'i', 'o', 'n')"
Sjám,male,"('S', 'j', 'a:', 'm')"
Slomó,male,"('S', 'l', 'o', 'm', 'o:')"
Sobor,male,"('S', 'o', 'b', 'o', 'R2')"
Solt,male,"('S', 'o', 'l', 't')"
Solymár,male,"('S', 'o', 'l', 'j', 'm', 'a:', 'R2')"
Sólyom,male,"('S', 'o:', 'l', 'j', 'o', 'm')"
Som,male,"('S', 'o', 'm')"
Soma,male,"('S', 'o', 'm', 'A')"
Spartakusz,male,"('S', 'p', 'A', 'R2', 't', 'A', 'k', 'u', 's', 'S')"
Srídhara,male,"('S', 'R2', 'i:', 'd', 'h', 'A', 'R2', 'ra', 'S', 'R2', 'i:', 'd', 'h', 'A')"
Stefán,male,"('S', 't', 'E', 'f', 'a:', 'n')"
Surány,male,"('S', 'u', 'R2', 'a:', 'n', 'n^')"
Surd,male,"('S', 'u', 'R2', 'd')"
Suriel,male,"('S', 'u', 'R2', 'i', 'E', 'l')"
Sükösd,male,"('S', 'y', 'k', 'Y', 'S', 'd')"
Szabin,male,"('s', 'S', 'A', 'b', 'i', 'n')"
Szabolcs,male,"('s', 'S', 'A', 'b', 'o', 'l', 'tS', 'ts')"
Szafin,male,"('s', 'S', 'A', 'f', 'i', 'n')"
Szahel,male,"('s', 'S', 'A', 'h', 'E', 'l')"
Szaid,male,"('s', 'S', 'A', 'i', 'd')"
Szaján,male,"('s', 'S', 'A', 'j', 'a:', 'n')"
Szalárd,male,"('s', 'S', 'A', 'l', 'a:', 'R2', 'd')"
Szaléz,male,"('s', 'S', 'A', 'l', 'e:', 'z')"
Szalók,male,"('s', 'S', 'A', 'l', 'o:', 'k')"
Szalvátor,male,"('s', 'S', 'A', 'l', 'v', 'a:', 't', 'o', 'R2')"
Szalviusz,male,"('s', 'S', 'A', 'l', 'v', 'i', 'u', 's', 'S')"
Szamir,male,"('s', 'S', 'A', 'm', 'i', 'R2')"
Szandró,male,"('s', 'S', 'A', 'n', 'd', 'R2', 'o:')"
Szaniszló,male,"('s', 'S', 'A', 'n', 'i', 's', 'S', 'l', 'o:')"
Szantiágó,male,"('s', 'S', 'A', 'n', 't', 'i', 'a:', 'g', 'o:')"
Szantínó,male,"('s', 'S', 'A', 'n', 't', 'i:', 'n', 'o:')"
Szatmár,male,"('s', 'S', 'A', 't', 'm', 'a:', 'R2')"
Szavér,male,"('s', 'S', 'A', 'v', 'e:', 'R2')"
Szebáld,male,"('s', 'S', 'E', 'b', 'a:', 'l', 'd')"
Szebasztián,male,"('s', 'S', 'E', 'b', 'A', 's', 'S', 't', 'i', 'a:', 'n')"
Szeben,male,"('s', 'S', 'E', 'b', 'ben', 's', 'S', 'E')"
Szecső,male,"('s', 'S', 'E', 'tS', 'ts', 'Y')"
Szedrik,male,"('s', 'S', 'E', 'd', 'R2', 'i', 'k')"
Szelemér,male,"('s', 'S', 'E', 'l', 'E', 'm', 'e:', 'R2')"
Szelestény,male,"('s', 'S', 'E', 'l', 'E', 'S', 't', 'e:', 'n', 'n^')"
Szelim,male,"('s', 'S', 'E', 'l', 'i', 'm')"
Szemere,male,"('s', 'S', 'E', 'm', 'E', 're', 'R2', 's', 'S', 'E', 'm', 'E')"
Szemír,male,"('s', 'S', 'E', 'm', 'i:', 'R2')"
Szendrő,male,"('s', 'S', 'E', 'n', 'd', 'R2', 'Y')"
Szente,male,"('s', 'S', 'E', 'n', 't', 'E')"
Szepes,male,"('s', 'S', 'E', 'p', 'E', 'S')"
Szeráf,male,"('s', 'S', 'E', 'R2', 'a:', 'f')"
Szerafin,male,"('s', 'S', 'E', 'R2', 'A', 'f', 'i', 'n')"
Szerénd,male,"('s', 'S', 'E', 'R2', 'e:', 'n', 'd')"
Szerénusz,male,"('s', 'S', 'E', 'R2', 'e:', 'n', 'u', 's', 'S')"
Szergej,male,"('s', 'S', 'E', 'R2', 'g', 'E', 'j')"
Szergiusz,male,"('s', 'S', 'E', 'R2', 'g', 'i', 'u', 's', 'S')"
Szermond,male,"('s', 'S', 'E', 'R2', 'R2_m', 'o', 'n', 'd')"
Szervác,male,"('s', 'S', 'E', 'R2', 'v', 'a:', 'ts')"
Szevér,male,"('s', 'S', 'E', 'v', 'e:', 'R2')"
Szeveréd,male,"('s', 'S', 'E', 'v', 'E', 'R2', 'e:', 'd')"
Szeverián,male,"('s', 'S', 'E', 'v', 'E', 'R2', 'i', 'a:', 'n')"
Szeverin,male,"('s', 'S', 'E', 'v', 'E', 'R2', 'i', 'n')"
Szidor,male,"('s', 'S', 'i', 'd', 'o', 'R2')"
Szigfrid,male,"('s', 'S', 'i', 'g', 'f', 'R2', 'i', 'd')"
Szigurd,male,"('s', 'S', 'i', 'g', 'u', 'R2', 'd')"
Szilamér,male,"('s', 'S', 'i', 'l', 'A', 'm', 'e:', 'R2')"
Szilárd,male,"('s', 'S', 'i', 'l', 'a:', 'R2', 'd')"
Szilas,male,"('s', 'S', 'i', 'l', 'A', 'S')"
Szilász,male,"('s', 'S', 'i', 'l', 'a:', 's', 'S')"
Szilvánusz,male,"('s', 'S', 'i', 'l', 'v', 'a:', 'n', 'u', 's', 'S')"
Szilver,male,"('s', 'S', 'i', 'l', 'v', 'E', 'R2')"
Szilvér,male,"('s', 'S', 'i', 'l', 'v', 'e:', 'R2')"
Szilveszter,male,"('s', 'S', 'i', 'l', 'v', 'E', 's', 'S', 't', 'E', 'R2')"
Szilvió,male,"('s', 'S', 'i', 'l', 'v', 'i', 'o:')"
Szilviusz,male,"('s', 'S', 'i', 'l', 'v', 'i', 'u', 's', 'S')"
Szindbád,male,"('s', 'S', 'i', 'n', 'd', 'b', 'a:', 'd')"
Szinisa,male,"('s', 'S', 'i', 'n', 'i', 'S', 'A')"
Szíriusz,male,"('s', 'S', 'i:', 'R2', 'i', 'u', 's', 'S')"
Szixtusz,male,"('s', 'S', 'i', 'ks', 't', 'u', 's', 'S')"
Szkott,male,"('s', 'S', 'k', 'o', 't:', 't')"
Szofron,male,"('s', 'S', 'o', 'f', 'R2', 'o', 'n')"
Szókratész,male,"('s', 'S', 'o:', 'k', 'R2', 'A', 't', 'e:', 's', 'S')"
Szólát,male,"('s', 'S', 'o:', 'l', 'a:', 't')"
Szolón,male,"('s', 'S', 'o', 'l', 'o:', 'n')"
Szórád,male,"('s', 'S', 'o:', 'R2', 'a:', 'd')"
Szoren,male,"('s', 'S', 'o', 'R2', 'E', 'n')"
Szorin,male,"('s', 'S', 'o', 'R2', 'i', 'n')"
Szotirisz,male,"('s', 'S', 'o', 't', 'i', 'R2', 'i', 's', 'S')"
Szovárd,male,"('s', 'S', 'o', 'v', 'a:', 'R2', 'd')"
Szovát,male,"('s', 'S', 'o', 'v', 'a:', 't')"
Szörénd,male,"('s', 'S', 'Y', 'R2', 'e:', 'n', 'd')"
Szörény,male,"('s', 'S', 'Y', 'R2', 'e:', 'n', 'n^')"
Szpartakusz,male,"('s', 'S', 'p', 'A', 'R2', 't', 'A', 'k', 'u', 's', 'S')"
Sztefán,male,"('s', 'S', 't', 'E', 'f', 'a:', 'n')"
Sztoján,male,"('s', 'S', 't', 'o', 'j', 'a:', 'n')"
Szulejmán,male,"('s', 'S', 'u', 'l', 'E', 'j', 'm', 'a:', 'n')"
Szven,male,"('s', 'S', 'v', 'E', 'n')"
Szvjatoszláv,male,"('s', 'S', 'v', 'j', 'A', 't', 'o', 's', 'S', 'l', 'a:', 'v')"
Tacitusz,male,"('t', 'A', 'ts', 'i', 't', 'u', 's', 'S')"
Taddeus,male,"('t', 'A', 'd', 'd:', 'E', 'u', 'S')"
Tádé,male,"('t', 'a:', 'd', 'e:')"
Tadeusz,male,"('t', 'A', 'd', 'E', 'u', 's', 'S')"
Takin,male,"('t', 'A', 'k', 'i', 'n')"
Taksony,male,"('t', 'A', 'k', 'S', 'o', 'n', 'n^')"
Talabér,male,"('t', 'A', 'l', 'A', 'b', 'e:', 'R2')"
Talabor,male,"('t', 'A', 'l', 'A', 'b', 'o', 'R2')"
Talamér,male,"('t', 'A', 'l', 'A', 'm', 'e:', 'R2')"
Táltos,male,"('t', 'a:', 'l', 't', 'o', 'S')"
Tamás,male,"('t', 'A', 'm', 'a:', 'S')"
Tamerlán,male,"('t', 'A', 'm', 'E', 'R2', 'l', 'a:', 'n')"
Tankréd,male,"('t', 'A', 'n', '(k', 'k', 'R2', 'e:', 'd')"
Tar,male,"('t', 'A', 'R2')"
Taráz,male,"('t', 'A', 'R2', 'a:', 'z')"
Tarcal,male,"('t', 'A', 'R2', 'ts', 'A', 'l')"
Tarcsa,male,"('t', 'A', 'R2', 'tS', 'ts', 'A')"
Tardos,male,"('t', 'A', 'R2', 'd', 'o', 'S')"
Tarek,male,"('t', 'A', 'R2', 'E', 'k')"
Tarján,male,"('t', 'A', 'R2', 'j', 'a:', 'n')"
Tárkány,male,"('t', 'a:', 'R2', 'k', 'a:', 'n', 'n^')"
Tarsa,male,"('t', 'A', 'R2', 'S', 'A')"
Tarzíciusz,male,"('t', 'A', 'R2', 'z', 'i:', 'ts', 'i', 'u', 's', 'S')"
Tas,male,"('t', 'A', 'S')"
Tasnád,male,"('t', 'A', 'S', 'n', 'a:', 'd', 'd')"
Tasziló,male,"('t', 'A', 's', 'S', 'i', 'l', 'o:')"
Tege,male,"('t', 'E', 'g', 'E')"
Tegze,male,"('t', 'E', 'g', 'z', 'E')"
Temes,male,"('t', 'E', 'm', 'E', 'S')"
Tenger,male,"('t', 'E', 'n', '(g', 'g', 'E', 'R2')"
Teó,male,"('t', 'E', 'o:')"
Teobald,male,"('t', 'E', 'o', 'b', 'A', 'l', 'd')"
Teodor,male,"('t', 'E', 'o', 'd', 'o', 'R2')"
Teodorik,male,"('t', 'E', 'o', 'd', 'o', 'R2', 'i', 'k')"
Teofil,male,"('t', 'E', 'o', 'f', 'i', 'l')"
Terenc,male,"('t', 'E', 'R2', 'E', 'n', 'ts')"
Terestyén,male,"('t', 'E', 'R2', 'E', 'S', 't', 'c', 'e:', 'n')"
Tétény,male,"('t', 'e:', 't', 'e:', 'n', 'n^')"
Tézeusz,male,"('t', 'e:', 'z', 'E', 'u', 's', 'S')"
Tiágó,male,"('t', 'i', 'a:', 'g', 'o:')"
Tibád,male,"('t', 'i', 'b', 'a:', 'd')"
Tibériusz,male,"('t', 'i', 'b', 'e:', 'R2', 'i', 'u', 's', 'S')"
Tibold,male,"('t', 'i', 'b', 'o', 'l', 'd')"
Tibor,male,"('t', 'i', 'b', 'o', 'R2')"
Tiborc,male,"('t', 'i', 'b', 'o', 'R2', 'ts')"
Ticián,male,"('t', 'i', 'ts', 'i', 'a:', 'n')"
Tihamér,male,"('t', 'i', 'h', 'A', 'm', 'e:', 'R2')"
Tim,male,"('t', 'i', 'm')"
Timó,male,"('t', 'i', 'm', 'o:')"
Timon,male,"('t', 'i', 'm', 'o', 'n')"
Timor,male,"('t', 'i', 'm', 'o', 'R2')"
Timót,male,"('t', 'i', 'm', 'o:', 't')"
Timóteus,male,"('t', 'i', 'm', 'o:', 't', 'E', 'u', 'S')"
Timóteusz,male,"('t', 'i', 'm', 'o:', 't', 'E', 'u', 's', 'S')"
Timoti,male,"('t', 'i', 'm', 'o', 't', 'i', 'i', 't', 'i', 'm', 'o', 't')"
Timur,male,"('t', 'i', 'm', 'u', 'R2')"
Timuzsin,male,"('t', 'i', 'm', 'u', 'z', 'Z', 'i', 'n')"
Tirzusz,male,"('t', 'i', 'R2', 'z', 'u', 's', 'S')"
Titán,male,"('t', 'i', 't', 'a:', 'n')"
Titusz,male,"('t', 'i', 't', 'u', 's', 'S')"
Tivadar,male,"('t', 'i', 'v', 'A', 'd', 'A', 'R2')"
Tivald,male,"('t', 'i', 'v', 'A', 'l', 'd')"
Tiván,male,"('t', 'i', 'v', 'a:', 'n')"
Tobán,male,"('t', 'o', 'b', 'a:', 'n')"
Tóbiás,male,"('t', 'o:', 'b', 'i', 'a:', 'S')"
Tódor,male,"('t', 'o:', 'd', 'o', 'R2')"
Toma,male,"('t', 'o', 'm', 'A')"
Tomaj,male,"('t', 'o', 'm', 'A', 'j')"
Tomor,male,"('t', 'o', 'm', 'o', 'R2')"
Tonuzóba,male,"('t', 'o', 'n', 'u', 'z', 'o:', 'b', 'A')"
Torda,male,"('t', 'o', 'R2', 'd', 'A')"
Tordas,male,"('t', 'o', 'R2', 'd', 'A', 'S')"
Tormás,male,"('t', 'o', 'R2', 'R2_m', 'a:', 'S')"
Torna,male,"('t', 'o', 'R2', 'n', 'A')"
Torontál,male,"('t', 'o', 'R2', 'o', 'n', 't', 'a:', 'l')"
Torszten,male,"('t', 'o', 'R2', 's', 'S', 't', 'E', 'n')"
Töhötöm,male,"('t', 'Y', 'h', 'Y', 't', 'Y', 'm')"
Tömör,male,"('t', 'Y', 'm', 'Y', 'R2')"
Törtel,male,"('t', 'Y', 'R2', 't', 'E', 'l')"
Trajánusz,male,"('t', 'R2', 'A', 'j', 'a:', 'n', 'u', 's', 'S')"
Trevisz,male,"('t', 'R2', 'E', 'v', 'i', 's', 'S')"
Trevor,male,"('t', 'R2', 'E', 'v', 'o', 'R2')"
Trisztán,male,"('t', 'R2', 'i', 's', 'S', 't', 'a:', 'n')"
Triton,male,"('t', 'R2', 'i', 't', 'o', 'n')"
Tuan,male,"('t', 'u', 'A', 'n')"
Tullió,male,"('t', 'u', 'l', 'l', 'i', 'o:')"
Turul,male,"('t', 'u', 'R2', 'u', 'l')"
Tuzon,male,"('t', 'u', 'z', 'o', 'n')"
Tuzson,male,"('t', 'u', 'z', 'Z', 'o', 'n')"
Ubul,male,"('u', 'b', 'u', 'l')"
Údó,male,"('u:', 'd', 'o:')"
Ugocsa,male,"('u', 'g', 'o', 'tS', 'ts', 'A')"
Ugod,male,"('u', 'g', 'o', 'd')"
Ugor,male,"('u', 'g', 'o', 'R2')"
Ugron,male,"('u', 'g', 'R2', 'o', 'n')"
Ulászló,male,"('u', 'l', 'a:', 's', 'S', 'l', 'o:')"
Uldin,male,"('u', 'l', 'd', 'i', 'n')"
Ulisszesz,male,"('u', 'l', 'i', 'ss2', '(L01', 'S', 'E', 's', 'S')"
Ulpián,male,"('u', 'l', 'p', 'i', 'a:', 'n')"
Ulrik,male,"('u', 'l', 'R2', 'i', 'k')"
Umbertó,male,"('u', 'm', 'b', 'E', 'R2', 't', 'o:')"
Upor,male,"('u', 'p', 'o', 'R2')"
Urbán,male,"('u', 'R2', 'b', 'a:', 'n')"
Uri,male,"('u', 'R2', 'i', 'i', 'u', 'R2')"
Uriás,male,"('u', 'R2', 'i', 'a:', 'S')"
Uriel,male,"('u', 'R2', 'i', 'E', 'l')"
Uros,male,"('u', 'R2', 'o', 'S')"
Uzon,male,"('u', 'z', 'o', 'n')"
Uzor,male,"('u', 'z', 'o', 'R2')"
Üllő,male,"('y', 'l', 'l', 'Y')"
Vadim,male,"('v', 'A', 'd', 'i', 'm')"
Vadony,male,"('v', 'A', 'd', 'o', 'n', 'n^')"
Vajda,male,"('v', 'A', 'j', 'd', 'A')"
Vajk,male,"('v', 'A', 'j', 'k')"
Vajta,male,"('v', 'A', 'j', 't', 'A')"
Valdemár,male,"('v', 'A', 'l', 'd', 'E', 'm', 'a:', 'R2')"
Valdó,male,"('v', 'A', 'l', 'd', 'o:')"
Valentin,male,"('v', 'A', 'l', 'E', 'n', 't', 'i', 'n')"
Valentínó,male,"('v', 'A', 'l', 'E', 'n', 't', 'i:', 'n', 'o:')"
Valér,male,"('v', 'A', 'l', 'e:', 'R2')"
Valérió,male,"('v', 'A', 'l', 'e:', 'R2', 'i', 'o:')"
Valid,male,"('v', 'A', 'l', 'i', 'd')"
Valter,male,"('v', 'A', 'l', 't', 'E', 'R2')"
Valton,male,"('v', 'A', 'l', 't', 'o', 'n')"
Várkony,male,"('v', 'a:', 'R2', 'k', 'o', 'n', 'n^')"
Varsány,male,"('v', 'A', 'R2', 'S', 'a:', 'n', 'n^')"
Vászoly,male,"('v', 'a:', 's', 'S', 'o', 'l', 'j')"
Vata,male,"('v', 'A', 't', 'A')"
Vazul,male,"('v', 'A', 'z', 'u', 'l')"
Vázsony,male,"('v', 'a:', 'z', 'Z', 'o', 'n', 'n^')"
Vedát,male,"('v', 'E', 'd', 'a:', 't')"
Vejke,male,"('v', 'E', 'j', 'k', 'E')"
Velek,male,"('v', 'E', 'l', 'E', 'k')"
Vencel,male,"('v', 'E', 'n', 'ts', 'E', 'l')"
Vendel,male,"('v', 'E', 'n', 'd', 'E', 'l')"
Vérbulcsú,male,"('v', 'e:', 'R2', 'b', 'u', 'l', 'tS', 'ts', 'u:')"
Vern,male,"('v', 'E', 'R2', 'n')"
Verner,male,"('v', 'E', 'R2', 'n', 'E', 'R2')"
Vernon,male,"('v', 'E', 'R2', 'n', 'o', 'n')"
Versény,male,"('v', 'E', 'R2', 'S', 'e:', 'n', 'n^')"
Vértes,male,"('v', 'e:', 'R2', 't', 'E', 'S')"
